Ware_house_ID,segment,assigned_by
WH_106874,0,rule: unrated
WH_106888,0,rule: unrated
WH_106897,0,rule: unrated
WH_106913,0,rule: unrated
WH_107037,0,rule: unrated
WH_107074,0,rule: unrated
WH_107077,0,rule: unrated
WH_107109,0,rule: unrated
WH_107146,0,rule: unrated
WH_107160,0,rule: unrated
WH_107175,0,rule: unrated
WH_107228,0,rule: unrated
WH_107235,0,rule: unrated
WH_107286,0,rule: unrated
WH_107318,0,rule: unrated
WH_107373,0,rule: unrated
WH_107398,0,rule: unrated
WH_107403,0,rule: unrated
WH_107406,0,rule: unrated
WH_107431,0,rule: unrated
WH_107439,0,rule: unrated
WH_107478,0,rule: unrated
WH_107485,0,rule: unrated
WH_107529,0,rule: unrated
WH_107531,0,rule: unrated
WH_107542,0,rule: unrated
WH_107550,0,rule: unrated
WH_107561,0,rule: unrated
WH_107602,0,rule: unrated
WH_107612,0,rule: unrated
WH_107641,0,rule: unrated
WH_107644,0,rule: unrated
WH_107647,0,rule: unrated
WH_107669,0,rule: unrated
WH_107700,0,rule: unrated
WH_107781,0,rule: unrated
WH_107784,0,rule: unrated
WH_107788,0,rule: unrated
WH_107860,0,rule: unrated
WH_107863,0,rule: unrated
WH_107881,0,rule: unrated
WH_107882,0,rule: unrated
WH_107924,0,rule: unrated
WH_107937,0,rule: unrated
WH_107949,0,rule: unrated
WH_107951,0,rule: unrated
WH_107974,0,rule: unrated
WH_107989,0,rule: unrated
WH_107993,0,rule: unrated
WH_108005,0,rule: unrated
WH_108031,0,rule: unrated
WH_108099,0,rule: unrated
WH_108183,0,rule: unrated
WH_108212,0,rule: unrated
WH_108215,0,rule: unrated
WH_108224,0,rule: unrated
WH_108231,0,rule: unrated
WH_108238,0,rule: unrated
WH_108247,0,rule: unrated
WH_108272,0,rule: unrated
WH_108279,0,rule: unrated
WH_108343,0,rule: unrated
WH_108348,0,rule: unrated
WH_108375,0,rule: unrated
WH_108391,0,rule: unrated
WH_108410,0,rule: unrated
WH_108412,0,rule: unrated
WH_108431,0,rule: unrated
WH_108437,0,rule: unrated
WH_108458,0,rule: unrated
WH_108465,0,rule: unrated
WH_108508,0,rule: unrated
WH_108512,0,rule: unrated
WH_108542,0,rule: unrated
WH_108602,0,rule: unrated
WH_108675,0,rule: unrated
WH_108677,0,rule: unrated
WH_108705,0,rule: unrated
WH_108762,0,rule: unrated
WH_108786,0,rule: unrated
WH_108791,0,rule: unrated
WH_108816,0,rule: unrated
WH_108842,0,rule: unrated
WH_108877,0,rule: unrated
WH_108906,0,rule: unrated
WH_108930,0,rule: unrated
WH_108949,0,rule: unrated
WH_108977,0,rule: unrated
WH_109029,0,rule: unrated
WH_109033,0,rule: unrated
WH_109098,0,rule: unrated
WH_109138,0,rule: unrated
WH_109215,0,rule: unrated
WH_109257,0,rule: unrated
WH_109284,0,rule: unrated
WH_109325,0,rule: unrated
WH_109419,0,rule: unrated
WH_109433,0,rule: unrated
WH_109460,0,rule: unrated
WH_109474,0,rule: unrated
WH_109504,0,rule: unrated
WH_109589,0,rule: unrated
WH_109596,0,rule: unrated
WH_109640,0,rule: unrated
WH_109711,0,rule: unrated
WH_109717,0,rule: unrated
WH_109723,0,rule: unrated
WH_109740,0,rule: unrated
WH_109792,0,rule: unrated
WH_109796,0,rule: unrated
WH_109822,0,rule: unrated
WH_109836,0,rule: unrated
WH_109871,0,rule: unrated
WH_109951,0,rule: unrated
WH_110012,0,rule: unrated
WH_110074,0,rule: unrated
WH_110087,0,rule: unrated
WH_110134,0,rule: unrated
WH_110137,0,rule: unrated
WH_110160,0,rule: unrated
WH_110163,0,rule: unrated
WH_110221,0,rule: unrated
WH_110269,0,rule: unrated
WH_110271,0,rule: unrated
WH_110290,0,rule: unrated
WH_110312,0,rule: unrated
WH_110358,0,rule: unrated
WH_110367,0,rule: unrated
WH_110368,0,rule: unrated
WH_110378,0,rule: unrated
WH_110388,0,rule: unrated
WH_110395,0,rule: unrated
WH_110400,0,rule: unrated
WH_110410,0,rule: unrated
WH_110439,0,rule: unrated
WH_110471,0,rule: unrated
WH_110506,0,rule: unrated
WH_110508,0,rule: unrated
WH_110553,0,rule: unrated
WH_110560,0,rule: unrated
WH_110573,0,rule: unrated
WH_110584,0,rule: unrated
WH_110591,0,rule: unrated
WH_110601,0,rule: unrated
WH_110618,0,rule: unrated
WH_110690,0,rule: unrated
WH_110731,0,rule: unrated
WH_110763,0,rule: unrated
WH_110786,0,rule: unrated
WH_110789,0,rule: unrated
WH_110826,0,rule: unrated
WH_110856,0,rule: unrated
WH_110920,0,rule: unrated
WH_110938,0,rule: unrated
WH_110943,0,rule: unrated
WH_110949,0,rule: unrated
WH_110977,0,rule: unrated
WH_110991,0,rule: unrated
WH_111032,0,rule: unrated
WH_111043,0,rule: unrated
WH_111086,0,rule: unrated
WH_111091,0,rule: unrated
WH_111092,0,rule: unrated
WH_111156,0,rule: unrated
WH_111161,0,rule: unrated
WH_111190,0,rule: unrated
WH_111203,0,rule: unrated
WH_111233,0,rule: unrated
WH_111245,0,rule: unrated
WH_111246,0,rule: unrated
WH_111247,0,rule: unrated
WH_111257,0,rule: unrated
WH_111272,0,rule: unrated
WH_111298,0,rule: unrated
WH_111330,0,rule: unrated
WH_111340,0,rule: unrated
WH_111365,0,rule: unrated
WH_111399,0,rule: unrated
WH_111436,0,rule: unrated
WH_111450,0,rule: unrated
WH_111498,0,rule: unrated
WH_111507,0,rule: unrated
WH_111528,0,rule: unrated
WH_111556,0,rule: unrated
WH_111573,0,rule: unrated
WH_111589,0,rule: unrated
WH_111597,0,rule: unrated
WH_111634,0,rule: unrated
WH_111640,0,rule: unrated
WH_111647,0,rule: unrated
WH_111697,0,rule: unrated
WH_111721,0,rule: unrated
WH_111739,0,rule: unrated
WH_111768,0,rule: unrated
WH_111799,0,rule: unrated
WH_111802,0,rule: unrated
WH_111844,0,rule: unrated
WH_111853,0,rule: unrated
WH_111855,0,rule: unrated
WH_111874,0,rule: unrated
WH_111899,0,rule: unrated
WH_111999,0,rule: unrated
WH_112012,0,rule: unrated
WH_112051,0,rule: unrated
WH_112124,0,rule: unrated
WH_112147,0,rule: unrated
WH_112183,0,rule: unrated
WH_112235,0,rule: unrated
WH_112254,0,rule: unrated
WH_112286,0,rule: unrated
WH_112290,0,rule: unrated
WH_112314,0,rule: unrated
WH_112329,0,rule: unrated
WH_112356,0,rule: unrated
WH_112362,0,rule: unrated
WH_112402,0,rule: unrated
WH_112467,0,rule: unrated
WH_112487,0,rule: unrated
WH_112534,0,rule: unrated
WH_112589,0,rule: unrated
WH_112620,0,rule: unrated
WH_112655,0,rule: unrated
WH_112675,0,rule: unrated
WH_112686,0,rule: unrated
WH_112699,0,rule: unrated
WH_112724,0,rule: unrated
WH_112729,0,rule: unrated
WH_112731,0,rule: unrated
WH_112754,0,rule: unrated
WH_112757,0,rule: unrated
WH_112787,0,rule: unrated
WH_112792,0,rule: unrated
WH_112815,0,rule: unrated
WH_112817,0,rule: unrated
WH_112829,0,rule: unrated
WH_112836,0,rule: unrated
WH_112843,0,rule: unrated
WH_112854,0,rule: unrated
WH_112921,0,rule: unrated
WH_112936,0,rule: unrated
WH_112944,0,rule: unrated
WH_112947,0,rule: unrated
WH_112961,0,rule: unrated
WH_112964,0,rule: unrated
WH_112975,0,rule: unrated
WH_113028,0,rule: unrated
WH_113087,0,rule: unrated
WH_113139,0,rule: unrated
WH_113168,0,rule: unrated
WH_113200,0,rule: unrated
WH_113206,0,rule: unrated
WH_113243,0,rule: unrated
WH_113247,0,rule: unrated
WH_113256,0,rule: unrated
WH_113267,0,rule: unrated
WH_113274,0,rule: unrated
WH_113278,0,rule: unrated
WH_113307,0,rule: unrated
WH_113405,0,rule: unrated
WH_113406,0,rule: unrated
WH_113423,0,rule: unrated
WH_113461,0,rule: unrated
WH_113469,0,rule: unrated
WH_113483,0,rule: unrated
WH_113528,0,rule: unrated
WH_113552,0,rule: unrated
WH_113607,0,rule: unrated
WH_113614,0,rule: unrated
WH_113649,0,rule: unrated
WH_113665,0,rule: unrated
WH_113674,0,rule: unrated
WH_113678,0,rule: unrated
WH_113702,0,rule: unrated
WH_113733,0,rule: unrated
WH_113758,0,rule: unrated
WH_113760,0,rule: unrated
WH_113763,0,rule: unrated
WH_113815,0,rule: unrated
WH_113836,0,rule: unrated
WH_113853,0,rule: unrated
WH_113943,0,rule: unrated
WH_113958,0,rule: unrated
WH_113985,0,rule: unrated
WH_114010,0,rule: unrated
WH_114030,0,rule: unrated
WH_114088,0,rule: unrated
WH_114124,0,rule: unrated
WH_114153,0,rule: unrated
WH_114163,0,rule: unrated
WH_114174,0,rule: unrated
WH_114175,0,rule: unrated
WH_114294,0,rule: unrated
WH_114300,0,rule: unrated
WH_114306,0,rule: unrated
WH_114307,0,rule: unrated
WH_114325,0,rule: unrated
WH_114353,0,rule: unrated
WH_114357,0,rule: unrated
WH_114373,0,rule: unrated
WH_114465,0,rule: unrated
WH_114524,0,rule: unrated
WH_114525,0,rule: unrated
WH_114536,0,rule: unrated
WH_114600,0,rule: unrated
WH_114628,0,rule: unrated
WH_114671,0,rule: unrated
WH_114772,0,rule: unrated
WH_114821,0,rule: unrated
WH_114830,0,rule: unrated
WH_114875,0,rule: unrated
WH_114905,0,rule: unrated
WH_114917,0,rule: unrated
WH_114929,0,rule: unrated
WH_114976,0,rule: unrated
WH_114980,0,rule: unrated
WH_115030,0,rule: unrated
WH_115100,0,rule: unrated
WH_115102,0,rule: unrated
WH_115133,0,rule: unrated
WH_115155,0,rule: unrated
WH_115178,0,rule: unrated
WH_115198,0,rule: unrated
WH_115225,0,rule: unrated
WH_115227,0,rule: unrated
WH_115244,0,rule: unrated
WH_115371,0,rule: unrated
WH_115375,0,rule: unrated
WH_115392,0,rule: unrated
WH_115404,0,rule: unrated
WH_115550,0,rule: unrated
WH_115551,0,rule: unrated
WH_115584,0,rule: unrated
WH_115639,0,rule: unrated
WH_115700,0,rule: unrated
WH_115730,0,rule: unrated
WH_115818,0,rule: unrated
WH_115888,0,rule: unrated
WH_115908,0,rule: unrated
WH_115931,0,rule: unrated
WH_116003,0,rule: unrated
WH_116024,0,rule: unrated
WH_116100,0,rule: unrated
WH_116121,0,rule: unrated
WH_116133,0,rule: unrated
WH_116186,0,rule: unrated
WH_116221,0,rule: unrated
WH_116224,0,rule: unrated
WH_116229,0,rule: unrated
WH_116256,0,rule: unrated
WH_116289,0,rule: unrated
WH_116299,0,rule: unrated
WH_116301,0,rule: unrated
WH_116349,0,rule: unrated
WH_116385,0,rule: unrated
WH_116389,0,rule: unrated
WH_116431,0,rule: unrated
WH_116454,0,rule: unrated
WH_116516,0,rule: unrated
WH_116553,0,rule: unrated
WH_116592,0,rule: unrated
WH_116633,0,rule: unrated
WH_116653,0,rule: unrated
WH_116699,0,rule: unrated
WH_116700,0,rule: unrated
WH_116713,0,rule: unrated
WH_116737,0,rule: unrated
WH_116858,0,rule: unrated
WH_116865,0,rule: unrated
WH_116866,0,rule: unrated
WH_116892,0,rule: unrated
WH_116911,0,rule: unrated
WH_116918,0,rule: unrated
WH_116924,0,rule: unrated
WH_116941,0,rule: unrated
WH_116969,0,rule: unrated
WH_116986,0,rule: unrated
WH_117068,0,rule: unrated
WH_117077,0,rule: unrated
WH_117107,0,rule: unrated
WH_117300,0,rule: unrated
WH_117316,0,rule: unrated
WH_117319,0,rule: unrated
WH_117397,0,rule: unrated
WH_117415,0,rule: unrated
WH_117438,0,rule: unrated
WH_117449,0,rule: unrated
WH_117476,0,rule: unrated
WH_117515,0,rule: unrated
WH_117527,0,rule: unrated
WH_117546,0,rule: unrated
WH_117563,0,rule: unrated
WH_117568,0,rule: unrated
WH_117587,0,rule: unrated
WH_117625,0,rule: unrated
WH_117626,0,rule: unrated
WH_117651,0,rule: unrated
WH_117673,0,rule: unrated
WH_117678,0,rule: unrated
WH_117714,0,rule: unrated
WH_117724,0,rule: unrated
WH_117743,0,rule: unrated
WH_117753,0,rule: unrated
WH_117789,0,rule: unrated
WH_117790,0,rule: unrated
WH_117816,0,rule: unrated
WH_117832,0,rule: unrated
WH_117891,0,rule: unrated
WH_117907,0,rule: unrated
WH_117961,0,rule: unrated
WH_117963,0,rule: unrated
WH_118042,0,rule: unrated
WH_118099,0,rule: unrated
WH_118162,0,rule: unrated
WH_118207,0,rule: unrated
WH_118209,0,rule: unrated
WH_118264,0,rule: unrated
WH_118300,0,rule: unrated
WH_118332,0,rule: unrated
WH_118381,0,rule: unrated
WH_118392,0,rule: unrated
WH_118394,0,rule: unrated
WH_118423,0,rule: unrated
WH_118439,0,rule: unrated
WH_118449,0,rule: unrated
WH_118475,0,rule: unrated
WH_118522,0,rule: unrated
WH_118524,0,rule: unrated
WH_118531,0,rule: unrated
WH_118563,0,rule: unrated
WH_118631,0,rule: unrated
WH_118633,0,rule: unrated
WH_118659,0,rule: unrated
WH_118677,0,rule: unrated
WH_118696,0,rule: unrated
WH_118737,0,rule: unrated
WH_118773,0,rule: unrated
WH_118833,0,rule: unrated
WH_118859,0,rule: unrated
WH_118866,0,rule: unrated
WH_118904,0,rule: unrated
WH_118905,0,rule: unrated
WH_118909,0,rule: unrated
WH_118974,0,rule: unrated
WH_118986,0,rule: unrated
WH_119001,0,rule: unrated
WH_119033,0,rule: unrated
WH_119114,0,rule: unrated
WH_119117,0,rule: unrated
WH_119121,0,rule: unrated
WH_119130,0,rule: unrated
WH_119146,0,rule: unrated
WH_119176,0,rule: unrated
WH_119194,0,rule: unrated
WH_119201,0,rule: unrated
WH_119214,0,rule: unrated
WH_119227,0,rule: unrated
WH_119229,0,rule: unrated
WH_119237,0,rule: unrated
WH_119248,0,rule: unrated
WH_119257,0,rule: unrated
WH_119269,0,rule: unrated
WH_119270,0,rule: unrated
WH_119325,0,rule: unrated
WH_119332,0,rule: unrated
WH_119344,0,rule: unrated
WH_119483,0,rule: unrated
WH_119492,0,rule: unrated
WH_119584,0,rule: unrated
WH_119611,0,rule: unrated
WH_119624,0,rule: unrated
WH_119630,0,rule: unrated
WH_119660,0,rule: unrated
WH_119710,0,rule: unrated
WH_119717,0,rule: unrated
WH_119774,0,rule: unrated
WH_119789,0,rule: unrated
WH_119818,0,rule: unrated
WH_119845,0,rule: unrated
WH_119850,0,rule: unrated
WH_119904,0,rule: unrated
WH_119929,0,rule: unrated
WH_119953,0,rule: unrated
WH_120000,0,rule: unrated
WH_120005,0,rule: unrated
WH_120014,0,rule: unrated
WH_120062,0,rule: unrated
WH_120134,0,rule: unrated
WH_120161,0,rule: unrated
WH_120177,0,rule: unrated
WH_120285,0,rule: unrated
WH_120298,0,rule: unrated
WH_120316,0,rule: unrated
WH_120323,0,rule: unrated
WH_120332,0,rule: unrated
WH_120358,0,rule: unrated
WH_120409,0,rule: unrated
WH_120434,0,rule: unrated
WH_120470,0,rule: unrated
WH_120554,0,rule: unrated
WH_120572,0,rule: unrated
WH_120626,0,rule: unrated
WH_120650,0,rule: unrated
WH_120728,0,rule: unrated
WH_120735,0,rule: unrated
WH_120756,0,rule: unrated
WH_120781,0,rule: unrated
WH_120855,0,rule: unrated
WH_120858,0,rule: unrated
WH_120873,0,rule: unrated
WH_120935,0,rule: unrated
WH_120937,0,rule: unrated
WH_120952,0,rule: unrated
WH_120962,0,rule: unrated
WH_120982,0,rule: unrated
WH_120990,0,rule: unrated
WH_120991,0,rule: unrated
WH_121020,0,rule: unrated
WH_121033,0,rule: unrated
WH_121174,0,rule: unrated
WH_121178,0,rule: unrated
WH_121281,0,rule: unrated
WH_121290,0,rule: unrated
WH_121321,0,rule: unrated
WH_121324,0,rule: unrated
WH_121360,0,rule: unrated
WH_121363,0,rule: unrated
WH_121423,0,rule: unrated
WH_121434,0,rule: unrated
WH_121437,0,rule: unrated
WH_121457,0,rule: unrated
WH_121505,0,rule: unrated
WH_121512,0,rule: unrated
WH_121517,0,rule: unrated
WH_121521,0,rule: unrated
WH_121535,0,rule: unrated
WH_121541,0,rule: unrated
WH_121591,0,rule: unrated
WH_121601,0,rule: unrated
WH_121606,0,rule: unrated
WH_121669,0,rule: unrated
WH_121673,0,rule: unrated
WH_121684,0,rule: unrated
WH_121691,0,rule: unrated
WH_121713,0,rule: unrated
WH_121736,0,rule: unrated
WH_121765,0,rule: unrated
WH_121768,0,rule: unrated
WH_121777,0,rule: unrated
WH_121787,0,rule: unrated
WH_121791,0,rule: unrated
WH_121805,0,rule: unrated
WH_121812,0,rule: unrated
WH_121851,0,rule: unrated
WH_121905,0,rule: unrated
WH_121924,0,rule: unrated
WH_121926,0,rule: unrated
WH_121941,0,rule: unrated
WH_121942,0,rule: unrated
WH_121958,0,rule: unrated
WH_121959,0,rule: unrated
WH_122009,0,rule: unrated
WH_122027,0,rule: unrated
WH_122063,0,rule: unrated
WH_122068,0,rule: unrated
WH_122074,0,rule: unrated
WH_122143,0,rule: unrated
WH_122227,0,rule: unrated
WH_122232,0,rule: unrated
WH_122274,0,rule: unrated
WH_122296,0,rule: unrated
WH_122297,0,rule: unrated
WH_122315,0,rule: unrated
WH_122325,0,rule: unrated
WH_122331,0,rule: unrated
WH_122426,0,rule: unrated
WH_122442,0,rule: unrated
WH_122455,0,rule: unrated
WH_122497,0,rule: unrated
WH_122500,0,rule: unrated
WH_122511,0,rule: unrated
WH_122540,0,rule: unrated
WH_122547,0,rule: unrated
WH_122568,0,rule: unrated
WH_122593,0,rule: unrated
WH_122614,0,rule: unrated
WH_122645,0,rule: unrated
WH_122705,0,rule: unrated
WH_122731,0,rule: unrated
WH_122757,0,rule: unrated
WH_122780,0,rule: unrated
WH_122793,0,rule: unrated
WH_122797,0,rule: unrated
WH_122887,0,rule: unrated
WH_122888,0,rule: unrated
WH_122910,0,rule: unrated
WH_122958,0,rule: unrated
WH_123014,0,rule: unrated
WH_123040,0,rule: unrated
WH_123044,0,rule: unrated
WH_123076,0,rule: unrated
WH_123077,0,rule: unrated
WH_123080,0,rule: unrated
WH_123084,0,rule: unrated
WH_123173,0,rule: unrated
WH_123179,0,rule: unrated
WH_123197,0,rule: unrated
WH_123198,0,rule: unrated
WH_123230,0,rule: unrated
WH_123245,0,rule: unrated
WH_123259,0,rule: unrated
WH_123288,0,rule: unrated
WH_123290,0,rule: unrated
WH_123342,0,rule: unrated
WH_123353,0,rule: unrated
WH_123394,0,rule: unrated
WH_123412,0,rule: unrated
WH_123424,0,rule: unrated
WH_123464,0,rule: unrated
WH_123477,0,rule: unrated
WH_123673,0,rule: unrated
WH_123731,0,rule: unrated
WH_123802,0,rule: unrated
WH_123843,0,rule: unrated
WH_123856,0,rule: unrated
WH_123868,0,rule: unrated
WH_123880,0,rule: unrated
WH_123916,0,rule: unrated
WH_123930,0,rule: unrated
WH_123933,0,rule: unrated
WH_123944,0,rule: unrated
WH_123973,0,rule: unrated
WH_124000,0,rule: unrated
WH_124038,0,rule: unrated
WH_124041,0,rule: unrated
WH_124049,0,rule: unrated
WH_124079,0,rule: unrated
WH_124184,0,rule: unrated
WH_124199,0,rule: unrated
WH_124208,0,rule: unrated
WH_124263,0,rule: unrated
WH_124332,0,rule: unrated
WH_124383,0,rule: unrated
WH_124399,0,rule: unrated
WH_124412,0,rule: unrated
WH_124430,0,rule: unrated
WH_124476,0,rule: unrated
WH_124570,0,rule: unrated
WH_124574,0,rule: unrated
WH_124586,0,rule: unrated
WH_124588,0,rule: unrated
WH_124617,0,rule: unrated
WH_124637,0,rule: unrated
WH_124638,0,rule: unrated
WH_124640,0,rule: unrated
WH_124644,0,rule: unrated
WH_124651,0,rule: unrated
WH_124663,0,rule: unrated
WH_124694,0,rule: unrated
WH_124702,0,rule: unrated
WH_124719,0,rule: unrated
WH_124732,0,rule: unrated
WH_124809,0,rule: unrated
WH_124827,0,rule: unrated
WH_124846,0,rule: unrated
WH_124887,0,rule: unrated
WH_124897,0,rule: unrated
WH_124902,0,rule: unrated
WH_124934,0,rule: unrated
WH_124961,0,rule: unrated
WH_100000,3,kmeans
WH_100001,1,kmeans
WH_100002,3,kmeans
WH_100003,2,kmeans
WH_100004,3,kmeans
WH_100005,4,kmeans
WH_100006,4,kmeans
WH_100007,3,kmeans
WH_100008,4,kmeans
WH_100009,2,kmeans
WH_100010,4,kmeans
WH_100011,1,kmeans
WH_100012,1,kmeans
WH_100013,4,kmeans
WH_100014,1,kmeans
WH_100015,1,kmeans
WH_100016,3,kmeans
WH_100017,3,kmeans
WH_100018,4,kmeans
WH_100019,3,kmeans
WH_100020,4,kmeans
WH_100021,4,kmeans
WH_100022,4,kmeans
WH_100023,4,kmeans
WH_100024,1,kmeans
WH_100025,4,kmeans
