Ware_house_ID,zone,WH_regional_zone,product_wg_ton,recommended_product_wg_ton,difference_from_recorded_ton,split
WH_100052,North,Zone 4,20127,19386.92187394685,-740.0781260531512,test
WH_100053,North,Zone 2,23149,23242.95876627365,93.95876627364851,train
WH_100054,South,Zone 3,23134,24419.53451797882,1285.53451797882,test
WH_100055,North,Zone 6,18150,17364.422683141413,-785.5773168585874,train
WH_100056,West,Zone 6,10080,10970.639173077689,890.6391730776886,train
WH_100057,North,Zone 6,19095,20052.086129230884,957.0861292308837,test
WH_100058,South,Zone 1,32057,32682.160038580936,625.1600385809361,train
WH_100059,North,Zone 5,28127,28234.428009371808,107.428009371808,test
WH_100060,North,Zone 1,27107,27742.916980263857,635.9169802638571,train
WH_100061,North,Zone 6,44129,42849.0625929282,-1279.9374070717968,train
WH_100062,South,Zone 6,13061,13729.817176959901,668.8171769599012,train
WH_100063,South,Zone 2,25145,26479.398438183744,1334.3984381837436,train
WH_100064,North,Zone 6,26060,26257.23210522496,197.23210522496083,train
WH_100065,West,Zone 5,28143,29520.447777681526,1377.4477776815256,train
WH_100066,South,Zone 4,44116,42778.60105021464,-1337.3989497853618,train
WH_100067,North,Zone 5,27069,26688.87080041924,-380.1291995807587,train
WH_100068,South,Zone 4,34108,32437.00722416412,-1670.992775835879,train
WH_100069,South,Zone 2,11134,10846.286215534357,-287.7137844656427,test
WH_100070,South,Zone 2,22121,22772.686570862625,651.6865708626246,train
WH_100071,North,Zone 2,21076,21128.86377820315,52.863778203151014,train
WH_100072,West,Zone 6,18149,17882.599611460573,-266.4003885394268,train
WH_100073,North,Zone 6,27151,27911.17999943003,760.1799994300309,train
WH_100074,North,Zone 3,17143,16139.555980837647,-1003.4440191623526,train
WH_100075,North,Zone 5,21130,22009.98700732145,879.9870073214515,test
WH_100076,North,Zone 6,18118,18044.414887954616,-73.58511204538445,train
WH_100077,North,Zone 2,30115,30563.791797766542,448.791797766542,train
WH_100078,West,Zone 6,10060,10601.895271884632,541.8952718846322,train
WH_100079,West,Zone 4,8102,8333.307418180091,231.3074181800912,train
WH_100080,West,Zone 6,20090,21607.191103888195,1517.1911038881954,train
WH_100081,West,Zone 6,17140,16562.47892554151,-577.5210744584911,train
WH_100082,North,Zone 5,22100,22712.95987789893,612.9598778989312,train
WH_100083,North,Zone 6,35130,33996.56674366994,-1133.4332563300632,train
WH_100084,North,Zone 5,17097,17004.02887633902,-92.97112366098008,train
WH_100085,South,Zone 2,24113,22330.527056636318,-1782.4729433636821,train
WH_100086,East,Zone 1,39115,38764.164037439245,-350.83596256075543,train
WH_100087,South,Zone 5,18123,17571.74572791531,-551.2542720846905,train
WH_100088,North,Zone 6,5103,5157.333647913154,54.33364791315398,train
WH_100089,North,Zone 4,7118,7195.182394087613,77.18239408761292,train
WH_100090,West,Zone 4,18117,18086.62626154343,-30.37373845656839,train
WH_100091,North,Zone 5,28094,28339.865569294325,245.8655692943248,test
WH_100092,West,Zone 6,31059,30330.477774268336,-728.5222257316636,train
WH_100093,South,Zone 3,18080,18651.195119648957,571.1951196489572,train
WH_100094,North,Zone 6,16060,16309.046894508323,249.04689450832302,train
WH_100095,North,Zone 3,27150,26695.26634837584,-454.7336516241594,train
WH_100096,West,Zone 4,46100,45403.597460216246,-696.402539783754,train
WH_100097,North,Zone 6,19131,18239.849167516444,-891.1508324835559,train
WH_100098,South,Zone 4,7105,7167.532438065571,62.532438065571114,train
WH_100099,North,Zone 4,14130,7183.963992146066,-6946.036007853934,test
WH_100100,North,Zone 2,31133,29302.545992450025,-1830.4540075499754,train
WH_100101,South,Zone 2,10140,9731.04836706047,-408.9516329395301,test
WH_100102,North,Zone 4,22122,23748.413904027726,1626.413904027726,test
WH_100103,West,Zone 4,18139,17318.921417791047,-820.0785822089529,test
WH_100104,West,Zone 4,29073,29699.74656424926,626.7465642492607,train
WH_100105,West,Zone 2,17058,16733.043056139602,-324.9569438603976,train
WH_100106,South,Zone 4,20057,19933.42726649314,-123.57273350685864,train
WH_100107,West,Zone 5,14103,13781.83440459118,-321.1655954088201,train
WH_100108,West,Zone 4,8070,7919.513615125061,-150.48638487493918,train
WH_100109,South,Zone 6,14105,13868.565271395772,-236.43472860422844,train
WH_100110,North,Zone 5,9114,9166.962716340528,52.96271634052755,train
WH_100111,West,Zone 4,5105,4742.175610539372,-362.8243894606276,train
WH_100112,West,Zone 6,14114,14186.647886224233,72.64788622423293,train
WH_100113,South,Zone 4,22062,21183.564031072034,-878.4359689279663,train
WH_100114,South,Zone 2,24111,24360.222877725282,249.22287772528216,train
WH_100115,South,Zone 6,28121,26245.109611450283,-1875.8903885497166,train
WH_100116,West,Zone 2,50124,49872.587168845435,-251.41283115456463,train
WH_100117,South,Zone 2,6106,6778.687002744731,672.6870027447312,train
WH_100118,South,Zone 6,36111,36762.08049537795,651.0804953779516,train
WH_100119,South,Zone 5,8097,8294.862075698968,197.8620756989676,test
WH_100120,West,Zone 6,16150,16163.49454287211,13.494542872109378,train
WH_100121,South,Zone 6,19088,18106.829371430194,-981.1706285698056,test
WH_100122,West,Zone 1,34129,35160.761276730875,1031.7612767308747,train
WH_100123,North,Zone 5,5103,4841.91575784616,-261.08424215384,train
WH_100124,South,Zone 5,26132,25866.44240691904,-265.55759308096094,train
WH_100125,West,Zone 4,36131,36112.29279130231,-18.707208697691385,train
WH_100126,South,Zone 3,20065,21576.50630963529,1511.5063096352897,train
WH_100127,East,Zone 1,19124,18172.349458674376,-951.6505413256236,test
WH_100128,South,Zone 2,24128,24891.53988667761,763.5398866776086,train
WH_100129,North,Zone 2,27085,26824.663594729413,-260.3364052705874,train
WH_100130,North,Zone 6,33074,33608.29891631994,534.2989163199381,train
WH_100131,South,Zone 2,6079,5974.090898369264,-104.90910163073568,train
WH_100132,North,Zone 1,30106,30680.83514927467,574.8351492746697,train
WH_100133,South,Zone 3,21064,20584.716784893364,-479.2832151066359,test
WH_100134,North,Zone 1,14062,14641.676703154266,579.6767031542659,test
WH_100135,South,Zone 4,31107,30726.656404096873,-380.3435959031267,train
WH_100136,North,Zone 5,21093,20401.791626685943,-691.2083733140571,train
WH_100137,West,Zone 6,12055,12075.427863253417,20.427863253416945,train
WH_100138,West,Zone 3,8146,7677.549341858306,-468.45065814169357,train
WH_100139,West,Zone 6,24069,24121.785974663577,52.78597466357678,test
WH_100140,North,Zone 6,19128,19721.685108321653,593.6851083216534,train
WH_100141,North,Zone 1,6090,5330.044143853869,-759.9558561461308,train
WH_100142,West,Zone 6,28133,26496.616470817076,-1636.3835291829237,train
WH_100143,South,Zone 1,21136,21570.326050731117,434.326050731117,train
WH_100144,South,Zone 5,12118,12062.583186621025,-55.41681337897535,train
WH_100145,South,Zone 4,48139,48516.86752220025,377.86752220024937,train
WH_100146,North,Zone 1,28151,27714.857598010713,-436.14240198928746,test
WH_100147,North,Zone 4,30126,30909.918520942367,783.9185209423667,test
WH_100148,North,Zone 5,27147,26359.110038879324,-787.8899611206762,train
WH_100149,South,Zone 2,23135,22349.049120646752,-785.9508793532477,train
WH_100150,West,Zone 3,26084,27847.74480525856,1763.7448052585605,test
WH_100151,South,Zone 4,30105,31119.292156914278,1014.2921569142782,train
WH_100152,West,Zone 3,26123,26981.16219271641,858.1621927164088,train
WH_100153,West,Zone 3,30145,31190.715251742076,1045.7152517420764,train
WH_100154,North,Zone 3,27112,27705.432976178075,593.4329761780755,train
WH_100155,South,Zone 6,6097,5068.534288978979,-1028.465711021021,train
WH_100156,North,Zone 5,27058,27864.10822538488,806.1082253848799,train
WH_100157,West,Zone 1,15110,14789.484688239005,-320.51531176099525,train
WH_100158,North,Zone 6,27119,26426.738106819757,-692.2618931802426,train
WH_100159,West,Zone 1,23137,22703.326022399706,-433.67397760029417,train
WH_100160,North,Zone 6,34138,33962.742414752574,-175.2575852474256,train
WH_100161,West,Zone 4,19103,18976.35281847626,-126.64718152373825,train
WH_100162,West,Zone 5,23084,23462.353575916495,378.3535759164952,train
WH_100163,South,Zone 2,18151,18056.13651870093,-94.86348129907128,train
WH_100164,West,Zone 6,29116,29460.842656846224,344.8426568462237,train
WH_100165,North,Zone 6,28064,28571.17379285465,507.17379285464995,train
WH_100166,West,Zone 3,40088,39426.69817187502,-661.3018281249824,train
WH_100167,North,Zone 2,15090,14282.20982530888,-807.7901746911193,test
WH_100168,North,Zone 6,32055,31492.185044622085,-562.8149553779149,test
WH_100169,North,Zone 4,43066,44170.99569839278,1104.9956983927768,train
WH_100170,South,Zone 6,7120,7291.970432774431,171.97043277443117,train
WH_100171,South,Zone 6,21059,20305.26000158144,-753.7399984185613,train
WH_100172,North,Zone 3,8100,8070.642746191068,-29.357253808932,train
WH_100173,North,Zone 6,16116,15669.438223267505,-446.56177673249476,train
WH_100174,West,Zone 4,19114,19030.157924746833,-83.84207525316742,train
WH_100175,South,Zone 3,6134,6556.822430221095,422.8224302210947,test
WH_100176,South,Zone 4,6057,6549.278094622699,492.2780946226994,train
WH_100177,West,Zone 3,6106,5848.8251100727575,-257.1748899272425,train
WH_100178,South,Zone 5,31076,29629.62059266834,-1446.3794073316603,train
WH_100179,North,Zone 2,12129,10876.867136788307,-1252.132863211693,train
WH_100180,North,Zone 6,38151,38261.83502852184,110.83502852184029,test
WH_100181,South,Zone 4,15087,15611.468940912808,524.4689409128077,train
WH_100182,West,Zone 4,32056,30160.801305732628,-1895.198694267372,train
WH_100183,North,Zone 6,30056,30530.3563924891,474.35639248909865,train
WH_100184,North,Zone 1,18127,18666.287419596938,539.287419596938,train
WH_100185,West,Zone 4,18066,17979.741007088833,-86.2589929111673,train
WH_100186,North,Zone 6,6111,6185.993261632502,74.99326163250225,train
WH_100187,North,Zone 4,52109,52445.3978698023,336.3978698022984,train
WH_100188,West,Zone 4,3142,3256.0257658198934,114.02576581989342,train
WH_100189,North,Zone 6,6059,5120.26807213698,-938.7319278630202,train
WH_100190,North,Zone 6,8059,6937.532248079833,-1121.4677519201668,train
WH_100191,South,Zone 3,23122,23445.501592346965,323.5015923469655,train
WH_100192,West,Zone 2,13142,7882.485818117491,-5259.514181882509,train
WH_100193,North,Zone 1,39139,39811.89201277692,672.8920127769234,train
WH_100194,South,Zone 1,17148,17519.530409477306,371.5304094773055,test
WH_100195,South,Zone 1,5058,3856.200479040137,-1201.799520959863,train
WH_100196,South,Zone 4,14108,14785.907208927492,677.9072089274923,train
WH_100197,North,Zone 6,16066,15993.109749622461,-72.8902503775389,train
WH_100198,West,Zone 6,25126,24734.79281942676,-391.2071805732412,train
WH_100199,North,Zone 3,12129,12163.210303370413,34.210303370413385,test
WH_100200,North,Zone 3,8144,8175.448344384027,31.448344384027223,test
WH_100201,West,Zone 3,29116,29061.85414534284,-54.14585465715936,train
WH_100202,North,Zone 5,16130,16504.141082680693,374.1410826806932,train
WH_100203,North,Zone 6,7113,6751.514832377068,-361.48516762293184,train
WH_100204,North,Zone 5,51147,51245.57378947394,98.57378947394318,train
WH_100205,North,Zone 6,22142,22653.22763075682,511.2276307568209,train
WH_100206,South,Zone 6,15069,15294.020896761558,225.0208967615581,train
WH_100207,West,Zone 4,43072,41882.70399413268,-1189.2960058673198,train
WH_100208,West,Zone 4,5130,5202.040471659984,72.04047165998418,test
WH_100209,North,Zone 5,28146,28502.83801794897,356.8380179489686,train
WH_100210,West,Zone 4,23089,23031.140695301932,-57.85930469806772,test
WH_100211,West,Zone 5,4146,4848.557095575106,702.5570955751064,train
WH_100212,South,Zone 2,17090,16207.790731945692,-882.2092680543083,train
WH_100213,West,Zone 6,7071,6055.749205579112,-1015.2507944208883,train
WH_100214,North,Zone 6,27111,26901.855703322315,-209.1442966776849,train
WH_100215,West,Zone 6,5102,5531.428179146318,429.42817914631814,train
WH_100216,West,Zone 5,7099,8031.407196378093,932.4071963780934,train
WH_100217,West,Zone 1,22128,22819.41946204525,691.4194620452508,test
WH_100218,North,Zone 6,26098,27214.346982676125,1116.3469826761248,test
WH_100219,North,Zone 5,31063,31798.86920383916,735.86920383916,train
WH_100220,West,Zone 6,37072,37585.576260339265,513.576260339265,train
WH_100221,North,Zone 6,16141,15708.17322383016,-432.82677616984074,test
WH_100222,North,Zone 5,5076,7219.351488814502,2143.351488814502,test
WH_100223,North,Zone 6,32120,31344.82154437559,-775.1784556244093,train
WH_100224,North,Zone 6,24098,23709.100498881755,-388.8995011182451,test
WH_100225,South,Zone 4,35063,32931.37885772662,-2131.621142273383,train
WH_100226,South,Zone 6,39095,38895.194703974834,-199.80529602516617,train
WH_100227,West,Zone 6,7073,7100.4345621329685,27.434562132968495,train
WH_100228,West,Zone 4,17060,16236.20738032144,-823.7926196785593,train
WH_100229,West,Zone 5,5126,4977.208422379732,-148.79157762026807,train
WH_100230,North,Zone 6,20082,19954.709780070367,-127.29021992963317,test
WH_100231,North,Zone 3,47079,45314.475391087835,-1764.5246089121647,train
WH_100232,West,Zone 2,28112,29171.336065809213,1059.3360658092133,train
WH_100233,West,Zone 4,6136,6734.074429871263,598.0744298712634,train
WH_100234,West,Zone 5,22093,22626.08974541666,533.0897454166588,train
WH_100235,North,Zone 4,28150,28805.807058983213,655.8070589832132,train
WH_100236,North,Zone 1,34147,32420.042365505426,-1726.9576344945744,train
WH_100237,West,Zone 2,32114,30970.254420253346,-1143.7455797466537,train
WH_100238,North,Zone 5,17065,17575.439028616747,510.43902861674724,train
WH_100239,South,Zone 2,37147,36853.94100077454,-293.05899922546087,train
WH_100240,West,Zone 4,8091,8406.93740753969,315.93740753968996,train
WH_100241,West,Zone 6,18122,18934.980878303606,812.980878303606,train
WH_100242,South,Zone 6,37074,36845.72855022972,-228.27144977027638,train
WH_100243,West,Zone 3,18062,17746.852937576707,-315.1470624232934,train
WH_100244,North,Zone 6,5078,5282.994045740357,204.99404574035725,train
WH_100245,South,Zone 4,22071,23741.85620806109,1670.85620806109,test
WH_100246,West,Zone 3,33082,32987.805769601095,-94.19423039890535,train
WH_100247,West,Zone 5,18147,18846.29320679001,699.293206790011,test
WH_100248,West,Zone 5,25093,27554.385887027966,2461.3858870279655,train
WH_100249,South,Zone 4,11131,11370.03578568583,239.03578568582998,train
WH_100250,South,Zone 4,7068,7078.505313197211,10.505313197210853,test
WH_100251,North,Zone 3,49091,50908.428343886044,1817.4283438860439,test
WH_100252,North,Zone 6,33100,33638.83791752214,538.8379175221417,train
WH_100253,West,Zone 2,11068,10732.06228513698,-335.9377148630192,train
WH_100254,North,Zone 2,43081,41820.16188663052,-1260.8381133694784,train
WH_100255,North,Zone 3,29073,28199.00297893505,-873.9970210649517,train
WH_100256,West,Zone 6,17095,17269.197541290683,174.19754129068315,train
WH_100257,West,Zone 4,46121,45328.522303871694,-792.477696128306,test
WH_100258,South,Zone 5,9096,9075.325641250101,-20.6743587498986,train
WH_100259,West,Zone 6,13085,14492.513667223546,1407.5136672235458,test
WH_100260,West,Zone 5,16066,16208.449824418112,142.44982441811226,train
WH_100261,West,Zone 5,18079,17797.098422651383,-281.90157734861714,train
WH_100262,South,Zone 6,27104,27935.612033612968,831.6120336129679,train
WH_100263,West,Zone 4,18122,17726.05400582702,-395.94599417298014,test
WH_100264,North,Zone 6,4115,3858.314431882489,-256.68556811751114,train
WH_100265,West,Zone 3,20076,21791.992358843476,1715.9923588434758,test
WH_100266,North,Zone 6,6123,7167.722831676274,1044.722831676274,train
WH_100267,North,Zone 6,27105,27995.389177833047,890.3891778330471,train
WH_100268,North,Zone 6,27121,27746.64088569317,625.6408856931703,train
WH_100269,West,Zone 4,27109,27981.08062443693,872.0806244369305,train
WH_100270,North,Zone 6,32059,31207.271258440716,-851.7287415592837,train
WH_100271,West,Zone 6,6151,6027.5069940186495,-123.4930059813505,train
WH_100272,West,Zone 4,16089,15756.428995286995,-332.5710047130051,train
WH_100273,South,Zone 3,19079,19025.99421956548,-53.00578043451969,train
WH_100274,North,Zone 6,6087,5049.0808461679735,-1037.9191538320265,test
WH_100275,North,Zone 4,24097,23522.02024569079,-574.97975430921,train
WH_100276,West,Zone 4,15142,13820.01176438208,-1321.9882356179205,train
WH_100277,North,Zone 6,35118,34016.886247282695,-1101.113752717305,train
WH_100278,South,Zone 3,8126,8348.163671794515,222.1636717945148,test
WH_100279,West,Zone 4,30073,28519.402803683246,-1553.597196316754,train
WH_100280,South,Zone 6,7083,6928.395302855482,-154.60469714451756,test
WH_100281,North,Zone 2,4144,3815.3780428770115,-328.62195712298853,train
WH_100282,West,Zone 6,18070,17625.402222927856,-444.5977770721438,train
WH_100283,West,Zone 3,5059,5236.059102936928,177.05910293692796,test
WH_100284,West,Zone 4,16108,16901.40860264373,793.408602643729,train
WH_100285,South,Zone 6,23087,21667.938319615667,-1419.0616803843332,train
WH_100286,West,Zone 6,25078,24929.553897624774,-148.44610237522647,train
WH_100287,North,Zone 6,34126,33003.365562426196,-1122.6344375738045,train
WH_100288,West,Zone 2,32123,29566.57533464145,-2556.4246653585506,train
WH_100289,North,Zone 2,51140,51467.28122937222,327.2812293722236,train
WH_100290,North,Zone 4,30091,29555.39322436042,-535.6067756395787,test
WH_100291,West,Zone 6,27108,28800.120981373642,1692.1209813736423,test
WH_100292,North,Zone 4,22081,21824.781177826313,-256.21882217368693,train
WH_100293,North,Zone 3,10083,10522.678614716104,439.67861471610377,train
WH_100294,West,Zone 3,23070,24833.492618871012,1763.4926188710124,train
WH_100295,North,Zone 6,38114,37668.859889514366,-445.14011048563407,train
WH_100296,West,Zone 6,47145,47447.96478340459,302.96478340459,train
WH_100297,South,Zone 2,22118,21203.474433827865,-914.5255661721349,train
WH_100298,North,Zone 2,8128,8367.725034620164,239.72503462016357,train
WH_100299,South,Zone 4,7095,7066.910382439988,-28.089617560011902,train
WH_100300,South,Zone 6,32059,31970.4969929659,-88.50300703410176,train
WH_100301,North,Zone 4,10134,10046.262424930619,-87.73757506938091,train
WH_100302,West,Zone 6,15104,15130.51632459526,26.516324595260812,train
WH_100303,North,Zone 6,30135,30534.740223360124,399.7402233601242,train
WH_100304,North,Zone 1,28086,28860.4976476398,774.4976476398006,train
WH_100305,South,Zone 4,7138,6961.674882074136,-176.3251179258641,train
WH_100306,North,Zone 6,22087,22477.13420204235,390.1342020423508,train
WH_100307,North,Zone 1,30120,30268.227157619927,148.2271576199273,train
WH_100308,North,Zone 2,7067,6838.391611521409,-228.60838847859122,test
WH_100309,North,Zone 5,21131,21125.935571009624,-5.064428990375745,train
WH_100310,North,Zone 4,19066,18653.074396448585,-412.9256035514154,train
WH_100311,South,Zone 4,27091,25621.143465970945,-1469.8565340290552,test
WH_100312,West,Zone 4,20123,20375.13872477137,252.1387247713683,test
WH_100313,East,Zone 3,9131,9672.764868296332,541.7648682963318,test
WH_100314,North,Zone 4,7132,7832.181593372254,700.1815933722537,train
WH_100315,North,Zone 6,34120,35303.654665966984,1183.6546659669839,test
WH_100316,North,Zone 3,23095,23164.532002517735,69.53200251773524,train
WH_100317,North,Zone 6,26065,26288.443046468332,223.4430464683319,train
WH_100318,North,Zone 3,22124,22807.934629592757,683.9346295927571,train
WH_100319,West,Zone 6,30102,30337.750960037523,235.75096003752333,train
WH_100320,West,Zone 6,19061,19306.536078267847,245.5360782678472,train
WH_100321,South,Zone 1,15108,15112.862165299777,4.862165299777189,train
WH_100322,West,Zone 1,5086,4908.630489535884,-177.3695104641156,test
WH_100323,North,Zone 6,22110,23774.674130919695,1664.674130919695,test
WH_100324,North,Zone 6,18083,17774.82811384784,-308.17188615215855,train
WH_100325,North,Zone 5,29057,29046.959135279583,-10.040864720416721,train
WH_100326,West,Zone 2,10135,9443.638928547514,-691.3610714524857,test
WH_100327,North,Zone 6,9103,8054.908575649626,-1048.091424350374,test
WH_100328,South,Zone 4,13091,12620.484484629276,-470.51551537072373,train
WH_100329,West,Zone 4,4090,4826.919288997891,736.9192889978913,train
WH_100330,North,Zone 6,31134,29574.253733694928,-1559.746266305072,train
WH_100331,North,Zone 5,33137,32271.597704276362,-865.4022957236375,train
WH_100332,North,Zone 1,9125,9616.04477569887,491.0447756988706,train
WH_100333,South,Zone 5,15130,15180.518658642311,50.51865864231149,train
WH_100334,South,Zone 2,5095,5017.3366981498875,-77.66330185011248,test
WH_100335,North,Zone 1,26140,25921.500939488138,-218.4990605118619,train
WH_100336,North,Zone 3,43087,45286.34179972955,2199.3417997295473,train
WH_100337,West,Zone 4,7104,6566.629930223133,-537.3700697768672,train
WH_100338,South,Zone 2,13057,13435.117076745153,378.1170767451531,train
WH_100339,West,Zone 1,9117,8009.293379709965,-1107.706620290035,train
WH_100340,West,Zone 6,28115,27123.616627831616,-991.3833721683841,train
WH_100341,South,Zone 3,7059,7081.0269137828145,22.026913782814518,test
WH_100342,South,Zone 3,11080,12317.018681320047,1237.018681320047,train
WH_100343,South,Zone 2,5062,5947.4372770849095,885.4372770849095,train
WH_100344,South,Zone 6,32133,32936.44686914818,803.4468691481816,test
WH_100345,West,Zone 4,12068,11749.81948558627,-318.18051441373063,test
WH_100346,North,Zone 3,29131,28961.407156354442,-169.59284364555788,test
WH_100347,North,Zone 1,13129,14320.334668478787,1191.3346684787866,train
WH_100348,North,Zone 3,21081,21043.44978503168,-37.55021496831978,train
WH_100349,West,Zone 4,21060,20790.319081417496,-269.6809185825041,train
WH_100350,North,Zone 3,6146,6670.121099766726,524.1210997667258,train
WH_100351,North,Zone 1,7099,6899.124565268819,-199.87543473118058,test
WH_100352,West,Zone 2,32137,32024.136598859575,-112.86340114042468,train
WH_100353,South,Zone 6,5140,4797.209455271684,-342.7905447283156,test
WH_100354,South,Zone 1,5070,5643.773844448682,573.7738444486822,train
WH_100355,North,Zone 6,39079,37950.44063532343,-1128.55936467657,train
WH_100356,South,Zone 2,10103,9785.549428352619,-317.45057164738137,train
WH_100357,South,Zone 3,31074,30932.157512945778,-141.84248705422215,train
WH_100358,North,Zone 1,11102,11701.823999425022,599.8239994250216,train
WH_100359,North,Zone 6,10139,9571.897753884732,-567.1022461152679,test
WH_100360,North,Zone 5,22072,22583.344433662904,511.3444336629036,test
WH_100361,West,Zone 3,23134,22909.9839246885,-224.01607531150148,train
WH_100362,North,Zone 6,15125,16238.43335808618,1113.4333580861803,train
WH_100363,South,Zone 5,24151,23453.24415745369,-697.7558425463103,train
WH_100364,West,Zone 5,44059,45234.7065561256,1175.7065561256022,train
WH_100365,North,Zone 5,5102,5871.948113867162,769.9481138671617,train
WH_100366,South,Zone 2,33095,32328.71271325882,-766.2872867411788,train
WH_100367,East,Zone 4,45068,46548.11921933239,1480.1192193323877,test
WH_100368,South,Zone 2,42138,43794.581863275394,1656.5818632753944,train
WH_100369,South,Zone 5,43120,43912.49883067289,792.4988306728919,test
WH_100370,North,Zone 2,30065,29407.01694525826,-657.9830547417405,train
WH_100371,North,Zone 2,5093,5134.88345712029,41.88345712028968,train
WH_100372,West,Zone 1,7109,6883.875614956034,-225.12438504396596,train
WH_100373,North,Zone 4,31083,31303.821853691974,220.82185369197396,test
WH_100374,North,Zone 6,24085,24864.68185897617,779.6818589761715,train
WH_100375,North,Zone 5,29116,29402.132487056406,286.1324870564058,train
WH_100376,North,Zone 6,17136,17988.56359794252,852.5635979425206,train
WH_100377,North,Zone 5,15107,15725.36416837557,618.3641683755704,train
WH_100378,North,Zone 5,16080,16714.606201790655,634.6062017906552,train
WH_100379,West,Zone 6,16061,15924.976742399533,-136.02325760046733,train
WH_100380,West,Zone 4,28082,28872.101540885244,790.1015408852436,test
WH_100381,North,Zone 6,23102,24106.785637240955,1004.7856372409551,train
WH_100382,West,Zone 6,30149,30875.55735443648,726.5573544364815,train
WH_100383,West,Zone 6,23144,23292.84439892459,148.84439892458977,test
WH_100384,West,Zone 6,32067,33956.4232531349,1889.423253134897,train
WH_100385,West,Zone 4,23073,24030.135791616387,957.135791616387,test
WH_100386,North,Zone 6,23151,23455.047584556873,304.0475845568726,train
WH_100387,South,Zone 5,15102,14659.599410176064,-442.40058982393566,train
WH_100388,North,Zone 4,21118,20504.14241629619,-613.8575837038115,train
